"conflictid_new"|"conflict_type"|"year"|"conflict_country"|"ai_prev"|"hrw_prev"|"state_prev"|"actor_type"|"actor"
294|"inter"|2013|"Cambodia"|NA|0|0|1|"Thailand"
294|"inter"|2014|"Cambodia"|0|0|0|1|"Thailand"
294|"inter"|2015|"Cambodia"|0|0|0|1|"Thailand"
297|"intra"|2009|"Nigeria"|0|0|0|1|"Government"
297|"intra"|2010|"Nigeria"|3|2|0|1|"Government"
297|"intra"|2011|"Nigeria"|3|2|3|1|"Government"
297|"intra"|2012|"Nigeria"|3|0|3|1|"Government"
297|"intra"|2013|"Nigeria"|3|0|3|1|"Government"
297|"intra"|2014|"Nigeria"|3|0|1|1|"Government"
297|"intra"|2015|"Nigeria"|0|0|1|1|"Government"
297|"intra"|2009|"Nigeria"|0|0|0|3|"Rebels"
297|"intra"|2010|"Nigeria"|0|2|0|3|"Rebels"
297|"intra"|2011|"Nigeria"|0|2|0|3|"Rebels"
297|"intra"|2012|"Nigeria"|0|2|0|3|"Rebels"
297|"intra"|2013|"Nigeria"|0|2|2|3|"Rebels"
297|"intra"|2014|"Nigeria"|3|2|2|3|"Rebels"
297|"intra"|2015|"Nigeria"|3|0|2|3|"Rebels"
299|"intra"|2011|"Syrian Arab Republic"|2|1|2|1|"Government"
299|"intra"|2012|"Syrian Arab Republic"|2|1|3|1|"Government"
299|"intra"|2013|"Syrian Arab Republic"|2|1|3|1|"Government"
299|"intra"|2014|"Syrian Arab Republic"|2|0|3|1|"Government"
299|"intra"|2015|"Syrian Arab Republic"|2|2|3|1|"Government"
299|"intra"|2011|"Syrian Arab Republic"|0|0|0|3|"Rebels"
299|"intra"|2012|"Syrian Arab Republic"|0|0|0|3|"Rebels"
299|"intra"|2013|"Syrian Arab Republic"|0|0|0|3|"Rebels"
299|"intra"|2014|"Syrian Arab Republic"|0|0|0|3|"Rebels"
299|"intra"|2015|"Syrian Arab Republic"|0|0|0|3|"Rebels"
300|"intra"|1989|"Cambodia"|0|0|0|1|"Government"
300|"intra"|1990|"Cambodia"|0|0|0|1|"Government"
300|"intra"|1991|"Cambodia"|0|0|0|1|"Government"
300|"intra"|1992|"Cambodia"|0|0|0|1|"Government"
300|"intra"|1993|"Cambodia"|0|1|0|1|"Government"
300|"intra"|1994|"Cambodia"|0|1|0|1|"Government"
300|"intra"|1995|"Cambodia"|0|NA|0|1|"Government"
300|"intra"|1996|"Cambodia"|1|0|0|1|"Government"
300|"intra"|1997|"Cambodia"|0|0|0|1|"Government"
300|"intra"|1998|"Cambodia"|0|0|0|1|"Government"
300|"intra"|1999|"Cambodia"|0|0|0|1|"Government"
300|"intra"|2000|"Cambodia"|0|0|0|1|"Government"
300|"intra"|2001|"Cambodia"|0|0|0|1|"Government"
300|"intra"|2002|"Cambodia"|0|0|0|1|"Government"
300|"intra"|2003|"Cambodia"|0|NA|0|1|"Government"
300|"intra"|1989|"Cambodia"|0|0|0|3|"Rebels"
300|"intra"|1990|"Cambodia"|0|0|0|3|"Rebels"
300|"intra"|1991|"Cambodia"|0|0|0|3|"Rebels"
300|"intra"|1992|"Cambodia"|0|0|0|3|"Rebels"
300|"intra"|1993|"Cambodia"|0|NA|0|3|"Rebels"
300|"intra"|1994|"Cambodia"|0|3|1|3|"Rebels"
300|"intra"|1995|"Cambodia"|0|NA|0|3|"Rebels"
300|"intra"|1996|"Cambodia"|0|0|0|3|"Rebels"
300|"intra"|1997|"Cambodia"|0|0|0|3|"Rebels"
300|"intra"|1998|"Cambodia"|0|0|0|3|"Rebels"
300|"intra"|1999|"Cambodia"|0|0|0|3|"Rebels"
300|"intra"|2000|"Cambodia"|0|0|0|3|"Rebels"
300|"intra"|2001|"Cambodia"|0|0|0|3|"Rebels"
300|"intra"|2002|"Cambodia"|0|0|0|3|"Rebels"
300|"intra"|2003|"Cambodia"|0|NA|0|3|"Rebels"
307|"intra"|2000|"Guinea"|2|2|2|1|"Government"
307|"intra"|2001|"Guinea"|0|0|1|1|"Government"
307|"intra"|2002|"Guinea"|0|1|1|1|"Government"
307|"intra"|2003|"Guinea"|0|0|0|1|"Government"
307|"intra"|2004|"Guinea"|0|0|0|1|"Government"
307|"intra"|2005|"Guinea"|0|0|0|1|"Government"
307|"intra"|2006|"Guinea"|0|0|0|1|"Government"
307|"intra"|2000|"Guinea"|0|0|0|3|"Rebels"
307|"intra"|2001|"Guinea"|0|0|0|3|"Rebels"
307|"intra"|2002|"Guinea"|0|0|0|3|"Rebels"
307|"intra"|2003|"Guinea"|0|0|0|3|"Rebels"
307|"intra"|2004|"Guinea"|0|0|0|3|"Rebels"
307|"intra"|2005|"Guinea"|0|0|0|3|"Rebels"
307|"intra"|2006|"Guinea"|0|0|0|3|"Rebels"
308|"intra"|1989|"Philippines"|0|0|0|1|"Government"
308|"intra"|1990|"Philippines"|0|0|0|1|"Government"
308|"intra"|1991|"Philippines"|0|0|0|1|"Government"
308|"intra"|1992|"Philippines"|0|0|0|1|"Government"
308|"intra"|1993|"Philippines"|0|0|0|1|"Government"
308|"intra"|1994|"Philippines"|0|NA|0|1|"Government"
308|"intra"|1995|"Philippines"|0|NA|0|1|"Government"
308|"intra"|1996|"Philippines"|0|NA|0|1|"Government"
308|"intra"|1997|"Philippines"|0|NA|0|1|"Government"
308|"intra"|1998|"Philippines"|0|NA|0|1|"Government"
308|"intra"|1999|"Philippines"|0|NA|0|1|"Government"
308|"intra"|2000|"Philippines"|0|NA|0|1|"Government"
308|"intra"|2001|"Philippines"|1|NA|0|1|"Government"
308|"intra"|2002|"Philippines"|0|NA|0|1|"Government"
308|"intra"|2003|"Philippines"|0|NA|0|1|"Government"
308|"intra"|2004|"Philippines"|0|NA|0|1|"Government"
308|"intra"|2005|"Philippines"|0|NA|0|1|"Government"
308|"intra"|2006|"Philippines"|0|0|0|1|"Government"
308|"intra"|2007|"Philippines"|0|0|0|1|"Government"
308|"intra"|2008|"Philippines"|0|0|0|1|"Government"
308|"intra"|2009|"Philippines"|1|0|0|1|"Government"
308|"intra"|2010|"Philippines"|0|0|0|1|"Government"
308|"intra"|2011|"Philippines"|1|0|0|1|"Government"
308|"intra"|2012|"Philippines"|0|0|0|1|"Government"
308|"intra"|2013|"Philippines"|NA|0|0|1|"Government"
308|"intra"|2014|"Philippines"|0|0|0|1|"Government"
308|"intra"|2015|"Philippines"|0|0|0|1|"Government"
308|"intra"|1989|"Philippines"|0|0|0|3|"Rebels"
308|"intra"|1990|"Philippines"|0|0|0|3|"Rebels"
308|"intra"|1991|"Philippines"|0|0|0|3|"Rebels"
308|"intra"|1992|"Philippines"|0|0|0|3|"Rebels"
308|"intra"|1993|"Philippines"|0|0|0|3|"Rebels"
308|"intra"|1994|"Philippines"|0|NA|0|3|"Rebels"
308|"intra"|1995|"Philippines"|0|NA|0|3|"Rebels"
308|"intra"|1996|"Philippines"|0|NA|0|3|"Rebels"
308|"intra"|1997|"Philippines"|0|NA|0|3|"Rebels"
308|"intra"|1998|"Philippines"|0|NA|0|3|"Rebels"
308|"intra"|1999|"Philippines"|0|NA|0|3|"Rebels"
308|"intra"|2000|"Philippines"|0|NA|1|3|"Rebels"
308|"intra"|2001|"Philippines"|0|NA|0|3|"Rebels"
308|"intra"|2002|"Philippines"|0|NA|0|3|"Rebels"
308|"intra"|2003|"Philippines"|0|NA|0|3|"Rebels"
308|"intra"|2004|"Philippines"|0|NA|0|3|"Rebels"
308|"intra"|2005|"Philippines"|0|NA|0|3|"Rebels"
308|"intra"|2006|"Philippines"|0|0|0|3|"Rebels"
308|"intra"|2007|"Philippines"|0|0|0|3|"Rebels"
308|"intra"|2008|"Philippines"|0|0|0|3|"Rebels"
308|"intra"|2009|"Philippines"|0|0|0|3|"Rebels"
308|"intra"|2010|"Philippines"|0|0|0|3|"Rebels"
308|"intra"|2011|"Philippines"|0|0|0|3|"Rebels"
308|"intra"|2012|"Philippines"|0|0|0|3|"Rebels"
308|"intra"|2013|"Philippines"|NA|0|0|3|"Rebels"
308|"intra"|2014|"Philippines"|0|0|0|3|"Rebels"
308|"intra"|2015|"Philippines"|0|0|0|3|"Rebels"
309|"intra"|1989|"Sudan"|0|0|1|1|"Government"
309|"intra"|1990|"Sudan"|0|0|0|1|"Government"
309|"intra"|1991|"Sudan"|0|0|0|1|"Government"
309|"intra"|1992|"Sudan"|2|1|1|1|"Government"
309|"intra"|1993|"Sudan"|2|0|2|1|"Government"
309|"intra"|1994|"Sudan"|2|0|2|1|"Government"
309|"intra"|1995|"Sudan"|0|0|2|1|"Government"
309|"intra"|1996|"Sudan"|0|0|1|1|"Government"
309|"intra"|1997|"Sudan"|0|1|1|1|"Government"
309|"intra"|1998|"Sudan"|0|0|1|1|"Government"
309|"intra"|1999|"Sudan"|1|2|2|1|"Government"
309|"intra"|2000|"Sudan"|3|0|1|1|"Government"
309|"intra"|2001|"Sudan"|1|1|1|1|"Government"
309|"intra"|2002|"Sudan"|1|1|1|1|"Government"
309|"intra"|2003|"Sudan"|2|NA|1|1|"Government"
309|"intra"|2004|"Sudan"|2|3|2|1|"Government"
309|"intra"|2005|"Sudan"|1|1|3|1|"Government"
309|"intra"|2006|"Sudan"|1|2|3|1|"Government"
309|"intra"|2007|"Sudan"|0|1|3|1|"Government"
309|"intra"|2008|"Sudan"|0|1|1|1|"Government"
309|"intra"|2009|"Sudan"|1|1|2|1|"Government"
309|"intra"|2010|"Sudan"|1|2|1|1|"Government"
309|"intra"|2011|"Sudan"|1|1|2|1|"Government"
309|"intra"|2012|"Sudan"|2|1|2|1|"Government"
309|"intra"|2013|"Sudan"|0|0|2|1|"Government"
309|"intra"|2014|"Sudan"|1|3|3|1|"Government"
309|"intra"|2015|"Sudan"|1|3|3|1|"Government"
309|"intra"|1989|"Sudan"|0|0|1|3|"Rebels"
309|"intra"|1990|"Sudan"|0|0|1|3|"Rebels"
309|"intra"|1991|"Sudan"|0|0|0|3|"Rebels"
309|"intra"|1992|"Sudan"|1|2|0|3|"Rebels"
309|"intra"|1993|"Sudan"|0|2|2|3|"Rebels"
309|"intra"|1994|"Sudan"|0|0|0|3|"Rebels"
309|"intra"|1995|"Sudan"|1|0|0|3|"Rebels"
309|"intra"|1996|"Sudan"|0|0|0|3|"Rebels"
309|"intra"|1997|"Sudan"|0|0|1|3|"Rebels"
309|"intra"|1998|"Sudan"|0|1|1|3|"Rebels"
309|"intra"|1999|"Sudan"|0|0|1|3|"Rebels"
309|"intra"|2000|"Sudan"|0|1|1|3|"Rebels"
309|"intra"|2001|"Sudan"|1|0|1|3|"Rebels"
309|"intra"|2002|"Sudan"|1|1|2|3|"Rebels"
309|"intra"|2003|"Sudan"|1|NA|1|3|"Rebels"
309|"intra"|2004|"Sudan"|0|1|1|3|"Rebels"
309|"intra"|2005|"Sudan"|0|0|1|3|"Rebels"
309|"intra"|2006|"Sudan"|2|1|1|3|"Rebels"
309|"intra"|2007|"Sudan"|0|1|1|3|"Rebels"
309|"intra"|2008|"Sudan"|0|0|0|3|"Rebels"
309|"intra"|2009|"Sudan"|0|0|1|3|"Rebels"
309|"intra"|2010|"Sudan"|1|0|0|3|"Rebels"
309|"intra"|2011|"Sudan"|0|0|0|3|"Rebels"
309|"intra"|2012|"Sudan"|0|0|0|3|"Rebels"
309|"intra"|2013|"Sudan"|0|0|0|3|"Rebels"
309|"intra"|2014|"Sudan"|0|0|0|3|"Rebels"
309|"intra"|2015|"Sudan"|0|0|0|3|"Rebels"
313|"intra"|1989|"Sri Lanka"|0|0|0|1|"Government"
313|"intra"|1990|"Sri Lanka"|0|NA|0|1|"Government"
313|"intra"|1991|"Sri Lanka"|0|0|0|1|"Government"
313|"intra"|1992|"Sri Lanka"|0|0|0|1|"Government"
313|"intra"|1993|"Sri Lanka"|0|0|0|1|"Government"
313|"intra"|1994|"Sri Lanka"|0|NA|0|1|"Government"
313|"intra"|1995|"Sri Lanka"|0|0|0|1|"Government"
313|"intra"|1989|"Sri Lanka"|0|0|0|3|"Rebels"
313|"intra"|1990|"Sri Lanka"|0|NA|0|3|"Rebels"
313|"intra"|1991|"Sri Lanka"|0|0|0|3|"Rebels"
313|"intra"|1992|"Sri Lanka"|0|0|0|3|"Rebels"
313|"intra"|1993|"Sri Lanka"|0|0|0|3|"Rebels"
313|"intra"|1994|"Sri Lanka"|0|NA|0|3|"Rebels"
313|"intra"|1995|"Sri Lanka"|0|0|0|3|"Rebels"
314|"intra"|1989|"Uganda"|1|NA|0|1|"Government"
314|"intra"|1990|"Uganda"|1|NA|1|1|"Government"
314|"intra"|1991|"Uganda"|2|1|1|1|"Government"
314|"intra"|1992|"Uganda"|0|NA|1|1|"Government"
314|"intra"|1993|"Uganda"|0|NA|0|1|"Government"
314|"intra"|1994|"Uganda"|0|NA|1|1|"Government"
314|"intra"|1995|"Uganda"|0|NA|0|1|"Government"
314|"intra"|1996|"Uganda"|2|NA|0|1|"Government"
314|"intra"|1997|"Uganda"|1|NA|1|1|"Government"
314|"intra"|1998|"Uganda"|1|1|1|1|"Government"
314|"intra"|1999|"Uganda"|0|0|1|1|"Government"
314|"intra"|2000|"Uganda"|0|NA|0|1|"Government"
314|"intra"|2001|"Uganda"|0|NA|0|1|"Government"
314|"intra"|2002|"Uganda"|0|2|0|1|"Government"
314|"intra"|2003|"Uganda"|0|1|1|1|"Government"
314|"intra"|2004|"Uganda"|0|1|1|1|"Government"
314|"intra"|2005|"Uganda"|1|1|1|1|"Government"
314|"intra"|2006|"Uganda"|1|0|1|1|"Government"
314|"intra"|2007|"Uganda"|0|0|1|1|"Government"
314|"intra"|2008|"Uganda"|0|0|1|1|"Government"
314|"intra"|2009|"Uganda"|0|0|1|1|"Government"
314|"intra"|2010|"Uganda"|0|0|1|1|"Government"
314|"intra"|2011|"Uganda"|0|0|0|1|"Government"
314|"intra"|2012|"Uganda"|0|0|0|1|"Government"
314|"intra"|2013|"Uganda"|NA|0|0|1|"Government"
314|"intra"|2014|"Uganda"|0|0|0|1|"Government"
314|"intra"|2015|"Uganda"|0|0|0|1|"Government"
314|"intra"|1989|"Uganda"|2|NA|2|3|"Rebels"
314|"intra"|1990|"Uganda"|0|NA|2|3|"Rebels"
314|"intra"|1991|"Uganda"|1|NA|1|3|"Rebels"
314|"intra"|1992|"Uganda"|1|NA|0|3|"Rebels"
314|"intra"|1993|"Uganda"|1|NA|0|3|"Rebels"
314|"intra"|1994|"Uganda"|1|NA|2|3|"Rebels"
314|"intra"|1995|"Uganda"|1|NA|2|3|"Rebels"
314|"intra"|1996|"Uganda"|1|NA|2|3|"Rebels"
314|"intra"|1997|"Uganda"|2|NA|2|3|"Rebels"
314|"intra"|1998|"Uganda"|2|0|2|3|"Rebels"
314|"intra"|1999|"Uganda"|1|0|1|3|"Rebels"
314|"intra"|2000|"Uganda"|1|NA|1|3|"Rebels"
314|"intra"|2001|"Uganda"|0|NA|2|3|"Rebels"
314|"intra"|2002|"Uganda"|0|0|1|3|"Rebels"
314|"intra"|2003|"Uganda"|1|NA|2|3|"Rebels"
314|"intra"|2004|"Uganda"|2|1|2|3|"Rebels"
314|"intra"|2005|"Uganda"|0|0|2|3|"Rebels"
314|"intra"|2006|"Uganda"|2|0|1|3|"Rebels"
314|"intra"|2007|"Uganda"|0|0|0|3|"Rebels"
314|"intra"|2008|"Uganda"|0|0|0|3|"Rebels"
314|"intra"|2009|"Uganda"|0|0|0|3|"Rebels"
314|"intra"|2010|"Uganda"|0|0|3|3|"Rebels"
314|"intra"|2011|"Uganda"|0|0|3|3|"Rebels"
314|"intra"|2012|"Uganda"|0|0|0|3|"Rebels"
314|"intra"|2013|"Uganda"|NA|0|0|3|"Rebels"
314|"intra"|2014|"Uganda"|0|0|0|3|"Rebels"
314|"intra"|2015|"Uganda"|0|0|0|3|"Rebels"
315|"intra"|1989|"United Kingdom"|NA|NA|0|1|"Government"
315|"intra"|1990|"United Kingdom"|NA|NA|0|1|"Government"
315|"intra"|1991|"United Kingdom"|NA|0|0|1|"Government"
315|"intra"|1992|"United Kingdom"|NA|0|0|1|"Government"
315|"intra"|1993|"United Kingdom"|0|0|0|1|"Government"
315|"intra"|1994|"United Kingdom"|0|0|0|1|"Government"
315|"intra"|1995|"United Kingdom"|0|0|0|1|"Government"
315|"intra"|1996|"United Kingdom"|0|0|0|1|"Government"
315|"intra"|1998|"United Kingdom"|0|0|0|1|"Government"
315|"intra"|1999|"United Kingdom"|0|NA|0|1|"Government"
315|"intra"|2000|"United Kingdom"|0|0|0|1|"Government"
315|"intra"|2001|"United Kingdom"|0|0|0|1|"Government"
315|"intra"|2002|"United Kingdom"|0|NA|0|1|"Government"
315|"intra"|2003|"United Kingdom"|0|NA|0|1|"Government"
315|"intra"|1989|"United Kingdom"|NA|NA|0|3|"Rebels"
315|"intra"|1990|"United Kingdom"|NA|NA|0|3|"Rebels"
315|"intra"|1991|"United Kingdom"|NA|0|0|3|"Rebels"
315|"intra"|1992|"United Kingdom"|NA|0|0|3|"Rebels"
315|"intra"|1993|"United Kingdom"|0|0|0|3|"Rebels"
315|"intra"|1994|"United Kingdom"|0|0|0|3|"Rebels"
315|"intra"|1995|"United Kingdom"|0|0|0|3|"Rebels"
315|"intra"|1996|"United Kingdom"|0|0|0|3|"Rebels"
315|"intra"|1998|"United Kingdom"|0|0|0|3|"Rebels"
315|"intra"|1999|"United Kingdom"|0|NA|0|3|"Rebels"
315|"intra"|2000|"United Kingdom"|0|0|0|3|"Rebels"
315|"intra"|2001|"United Kingdom"|0|0|0|3|"Rebels"
315|"intra"|2002|"United Kingdom"|0|NA|0|3|"Rebels"
315|"intra"|2003|"United Kingdom"|0|NA|0|3|"Rebels"
316|"intra"|1989|"El Salvador"|1|1|0|1|"Government"
316|"intra"|1990|"El Salvador"|0|NA|0|1|"Government"
316|"intra"|1991|"El Salvador"|0|0|0|1|"Government"
316|"intra"|1992|"El Salvador"|0|0|0|1|"Government"
316|"intra"|1993|"El Salvador"|0|0|0|1|"Government"
316|"intra"|1994|"El Salvador"|0|0|0|1|"Government"
316|"intra"|1995|"El Salvador"|0|0|0|1|"Government"
316|"intra"|1996|"El Salvador"|0|NA|0|1|"Government"
316|"intra"|1989|"El Salvador"|0|0|0|3|"Rebels"
316|"intra"|1990|"El Salvador"|0|NA|0|3|"Rebels"
316|"intra"|1991|"El Salvador"|0|0|0|3|"Rebels"
316|"intra"|1992|"El Salvador"|0|0|0|3|"Rebels"
316|"intra"|1993|"El Salvador"|0|0|0|3|"Rebels"
316|"intra"|1994|"El Salvador"|0|0|0|3|"Rebels"
316|"intra"|1995|"El Salvador"|0|0|0|3|"Rebels"
316|"intra"|1996|"El Salvador"|0|NA|0|3|"Rebels"
322|"intra"|1989|"Bangladesh"|2|NA|0|1|"Government"
322|"intra"|1990|"Bangladesh"|1|NA|0|1|"Government"
322|"intra"|1991|"Bangladesh"|0|NA|0|1|"Government"
322|"intra"|1992|"Bangladesh"|0|NA|0|1|"Government"
322|"intra"|1993|"Bangladesh"|0|NA|0|1|"Government"
322|"intra"|1994|"Bangladesh"|0|NA|0|1|"Government"
322|"intra"|1995|"Bangladesh"|0|0|0|1|"Government"
322|"intra"|1996|"Bangladesh"|0|NA|0|1|"Government"
322|"intra"|1997|"Bangladesh"|0|NA|0|1|"Government"
322|"intra"|1989|"Bangladesh"|0|NA|0|3|"Rebels"
322|"intra"|1990|"Bangladesh"|0|NA|0|3|"Rebels"
322|"intra"|1991|"Bangladesh"|0|NA|0|3|"Rebels"
322|"intra"|1992|"Bangladesh"|0|NA|0|3|"Rebels"
322|"intra"|1993|"Bangladesh"|0|NA|0|3|"Rebels"
322|"intra"|1994|"Bangladesh"|0|NA|0|3|"Rebels"
322|"intra"|1995|"Bangladesh"|0|0|0|3|"Rebels"
322|"intra"|1996|"Bangladesh"|0|NA|0|3|"Rebels"
322|"intra"|1997|"Bangladesh"|0|NA|0|3|"Rebels"
325|"intra"|2004|"Pakistan"|0|0|0|1|"Government"
325|"intra"|2005|"Pakistan"|0|0|0|1|"Government"
325|"intra"|2006|"Pakistan"|0|0|0|1|"Government"
325|"intra"|2007|"Pakistan"|0|0|0|1|"Government"
325|"intra"|2008|"Pakistan"|0|0|0|1|"Government"
325|"intra"|2009|"Pakistan"|0|0|0|1|"Government"
325|"intra"|2010|"Pakistan"|0|0|0|1|"Government"
325|"intra"|2011|"Pakistan"|0|0|0|1|"Government"
325|"intra"|2012|"Pakistan"|0|0|0|1|"Government"
325|"intra"|2013|"Pakistan"|NA|0|0|1|"Government"
325|"intra"|2014|"Pakistan"|0|0|0|1|"Government"
325|"intra"|2015|"Pakistan"|0|0|0|1|"Government"
325|"intra"|2004|"Pakistan"|0|0|0|3|"Rebels"
325|"intra"|2005|"Pakistan"|0|0|0|3|"Rebels"
325|"intra"|2006|"Pakistan"|0|0|0|3|"Rebels"
325|"intra"|2007|"Pakistan"|0|0|0|3|"Rebels"
325|"intra"|2008|"Pakistan"|0|0|0|3|"Rebels"
325|"intra"|2009|"Pakistan"|0|0|0|3|"Rebels"
325|"intra"|2010|"Pakistan"|0|0|0|3|"Rebels"
325|"intra"|2011|"Pakistan"|0|0|0|3|"Rebels"
325|"intra"|2012|"Pakistan"|0|0|0|3|"Rebels"
325|"intra"|2013|"Pakistan"|NA|0|0|3|"Rebels"
325|"intra"|2014|"Pakistan"|0|0|0|3|"Rebels"
325|"intra"|2015|"Pakistan"|0|0|0|3|"Rebels"
326|"intra"|1997|"Eritrea"|0|NA|0|1|"Government"
326|"intra"|1998|"Eritrea"|0|NA|0|1|"Government"
326|"intra"|1999|"Eritrea"|0|NA|0|1|"Government"
326|"intra"|2000|"Eritrea"|0|0|0|1|"Government"
326|"intra"|2001|"Eritrea"|0|0|0|1|"Government"
326|"intra"|2002|"Eritrea"|0|0|0|1|"Government"
326|"intra"|2003|"Eritrea"|0|NA|0|1|"Government"
326|"intra"|2004|"Eritrea"|0|0|0|1|"Government"
326|"intra"|2005|"Eritrea"|0|0|0|1|"Government"
326|"intra"|2006|"Eritrea"|0|0|0|1|"Government"
326|"intra"|2007|"Eritrea"|0|0|0|1|"Government"
326|"intra"|2008|"Eritrea"|0|0|0|1|"Government"
326|"intra"|1997|"Eritrea"|0|NA|0|3|"Rebels"
326|"intra"|1998|"Eritrea"|0|NA|0|3|"Rebels"
326|"intra"|1999|"Eritrea"|0|NA|0|3|"Rebels"
326|"intra"|2000|"Eritrea"|0|0|0|3|"Rebels"
326|"intra"|2001|"Eritrea"|0|0|0|3|"Rebels"
326|"intra"|2002|"Eritrea"|0|0|0|3|"Rebels"
326|"intra"|2003|"Eritrea"|0|NA|0|3|"Rebels"
326|"intra"|2004|"Eritrea"|0|0|0|3|"Rebels"
326|"intra"|2005|"Eritrea"|0|0|0|3|"Rebels"
326|"intra"|2006|"Eritrea"|0|0|0|3|"Rebels"
326|"intra"|2007|"Eritrea"|0|0|0|3|"Rebels"
326|"intra"|2008|"Eritrea"|0|0|0|3|"Rebels"
327|"intra"|1989|"Angola"|0|0|0|1|"Government"
327|"intra"|1990|"Angola"|0|0|0|1|"Government"
327|"intra"|1991|"Angola"|0|0|0|1|"Government"
327|"intra"|1992|"Angola"|0|0|0|1|"Government"
327|"intra"|1993|"Angola"|0|0|0|1|"Government"
327|"intra"|1994|"Angola"|0|0|0|1|"Government"
327|"intra"|1995|"Angola"|0|0|1|1|"Government"
327|"intra"|1996|"Angola"|1|0|1|1|"Government"
327|"intra"|1997|"Angola"|0|0|0|1|"Government"
327|"intra"|1998|"Angola"|0|1|1|1|"Government"
327|"intra"|1999|"Angola"|0|0|1|1|"Government"
327|"intra"|2000|"Angola"|0|2|1|1|"Government"
327|"intra"|2001|"Angola"|0|0|1|1|"Government"
327|"intra"|2002|"Angola"|0|1|1|1|"Government"
327|"intra"|2003|"Angola"|0|1|1|1|"Government"
327|"intra"|2004|"Angola"|1|0|1|1|"Government"
327|"intra"|2005|"Angola"|0|0|0|1|"Government"
327|"intra"|2006|"Angola"|0|1|0|1|"Government"
327|"intra"|2007|"Angola"|1|0|1|1|"Government"
327|"intra"|1989|"Angola"|0|0|0|3|"Rebels"
327|"intra"|1990|"Angola"|0|0|0|3|"Rebels"
327|"intra"|1991|"Angola"|0|0|0|3|"Rebels"
327|"intra"|1992|"Angola"|0|0|0|3|"Rebels"
327|"intra"|1993|"Angola"|1|0|0|3|"Rebels"
327|"intra"|1994|"Angola"|0|0|0|3|"Rebels"
327|"intra"|1995|"Angola"|0|1|1|3|"Rebels"
327|"intra"|1996|"Angola"|0|0|1|3|"Rebels"
327|"intra"|1997|"Angola"|0|1|1|3|"Rebels"
327|"intra"|1998|"Angola"|0|0|0|3|"Rebels"
327|"intra"|1999|"Angola"|1|1|2|3|"Rebels"
327|"intra"|2000|"Angola"|0|0|2|3|"Rebels"
327|"intra"|2001|"Angola"|2|1|2|3|"Rebels"
327|"intra"|2002|"Angola"|0|1|2|3|"Rebels"
327|"intra"|2003|"Angola"|0|0|0|3|"Rebels"
327|"intra"|2004|"Angola"|0|0|0|3|"Rebels"
327|"intra"|2005|"Angola"|0|0|0|3|"Rebels"
327|"intra"|2006|"Angola"|0|0|0|3|"Rebels"
327|"intra"|2007|"Angola"|0|0|0|3|"Rebels"
329|"intra"|1993|"Ethiopia"|0|0|0|1|"Government"
329|"intra"|1994|"Ethiopia"|0|0|0|1|"Government"
329|"intra"|1995|"Ethiopia"|0|0|0|1|"Government"
329|"intra"|1996|"Ethiopia"|0|0|0|1|"Government"
329|"intra"|1997|"Ethiopia"|0|0|0|1|"Government"
329|"intra"|1998|"Ethiopia"|0|0|0|1|"Government"
329|"intra"|1999|"Ethiopia"|0|0|0|1|"Government"
329|"intra"|2000|"Ethiopia"|0|0|0|1|"Government"
329|"intra"|2001|"Ethiopia"|0|0|0|1|"Government"
329|"intra"|2002|"Ethiopia"|1|0|0|1|"Government"
329|"intra"|2003|"Ethiopia"|0|NA|0|1|"Government"
329|"intra"|2004|"Ethiopia"|0|0|0|1|"Government"
329|"intra"|2005|"Ethiopia"|0|0|0|1|"Government"
329|"intra"|2006|"Ethiopia"|0|0|0|1|"Government"
329|"intra"|2007|"Ethiopia"|1|2|0|1|"Government"
329|"intra"|2008|"Ethiopia"|0|0|0|1|"Government"
329|"intra"|2009|"Ethiopia"|1|0|2|1|"Government"
329|"intra"|2010|"Ethiopia"|0|0|0|1|"Government"
329|"intra"|2011|"Ethiopia"|1|0|0|1|"Government"
329|"intra"|2012|"Ethiopia"|2|0|0|1|"Government"
329|"intra"|2013|"Ethiopia"|0|0|0|1|"Government"
329|"intra"|2014|"Ethiopia"|2|0|0|1|"Government"
329|"intra"|2015|"Ethiopia"|0|0|0|1|"Government"
329|"intra"|1993|"Ethiopia"|0|0|0|3|"Rebels"
329|"intra"|1994|"Ethiopia"|0|NA|0|3|"Rebels"
329|"intra"|1995|"Ethiopia"|0|0|0|3|"Rebels"
329|"intra"|1996|"Ethiopia"|0|0|0|3|"Rebels"
329|"intra"|1997|"Ethiopia"|0|0|0|3|"Rebels"
329|"intra"|1998|"Ethiopia"|0|0|0|3|"Rebels"
329|"intra"|1999|"Ethiopia"|0|0|0|3|"Rebels"
329|"intra"|2000|"Ethiopia"|0|0|0|3|"Rebels"
329|"intra"|2001|"Ethiopia"|0|0|0|3|"Rebels"
329|"intra"|2002|"Ethiopia"|0|0|0|3|"Rebels"
329|"intra"|2003|"Ethiopia"|0|NA|0|3|"Rebels"
329|"intra"|2004|"Ethiopia"|0|0|0|3|"Rebels"
329|"intra"|2005|"Ethiopia"|0|0|0|3|"Rebels"
329|"intra"|2006|"Ethiopia"|0|0|0|3|"Rebels"
329|"intra"|2007|"Ethiopia"|0|0|0|3|"Rebels"
329|"intra"|2008|"Ethiopia"|0|0|0|3|"Rebels"
