"year"|"conflictid_old"|"conflictid_new"|"actor"|"actorid"|"actorid_new"|"actor_type"|"incomp"|"region"|"gwnoloc"|"gwnoloc2"|"gwnoloc3"|"gwnoloc4"|"conflictyear"|"interm"|"postc"|"state_prev"|"ai_prev"|"hrw_prev"|"form"|"country"|"conflict_type"
2006|37|234|"AMB"|1053|211|3|1|2|666|0|0|0|0|0|1|0|0|0|"-99"|"Israel"|"intra"
2007|37|234|"AMB"|1053|211|3|1|2|666|0|0|0|0|0|1|0|0|0|"-99"|"Israel"|"intra"
2008|37|234|"AMB"|1053|211|3|1|2|666|0|0|0|0|0|1|0|0|0|"-99"|"Israel"|"intra"
2009|37|234|"AMB"|1053|211|3|1|2|666|0|0|0|0|0|1|0|0|0|"-99"|"Israel"|"intra"
2006|37|234|"PRC"|1054|212|3|1|2|666|0|0|0|1|0|0|0|0|0|"-99"|"Israel"|"intra"
2007|37|234|"PRC"|1054|212|3|1|2|666|0|0|0|0|0|1|0|0|0|"-99"|"Israel"|"intra"
2008|37|234|"PRC"|1054|212|3|1|2|666|0|0|0|0|0|1|0|0|0|"-99"|"Israel"|"intra"
2009|37|234|"PRC"|1054|212|3|1|2|666|0|0|0|0|0|1|0|0|0|"-99"|"Israel"|"intra"
2010|37|234|"PRC"|1054|212|3|1|2|666|0|0|0|0|0|1|0|0|0|"-99"|"Israel"|"intra"
2011|37|234|"PRC"|1054|212|3|1|2|666|0|0|0|0|0|1|0|0|0|"-99"|"Israel"|"intra"
1989|37|234|"Rejectionist Front"|1951|1067|3|1|2|666|0|0|0|0|0|1|0|0|0|"-99"|"Israel"|"intra"
1990|37|234|"Rejectionist Front"|1951|1067|3|1|2|666|0|0|0|0|0|1|0|0|0|"-99"|"Israel"|"intra"
1991|37|234|"Rejectionist Front"|1951|1067|3|1|2|666|0|0|0|0|0|1|0|0|0|"-99"|"Israel"|"intra"
1992|37|234|"Rejectionist Front"|1951|1067|3|1|2|666|0|0|0|0|0|1|0|0|0|"-99"|"Israel"|"intra"
1993|37|234|"Rejectionist Front"|1951|1067|3|1|2|666|0|0|0|0|0|1|0|0|0|"-99"|"Israel"|"intra"
1992|54|251|"India"|750|141|1|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
1993|54|251|"India"|750|141|1|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
1994|54|251|"India"|750|141|1|2|3|750|0|0|0|1|0|0|0|1|0|"1, 7"|"India"|"intra"
1995|54|251|"India"|750|141|1|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
1996|54|251|"India"|750|141|1|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
1997|54|251|"India"|750|141|1|2|3|750|0|0|0|1|0|0|1|0|0|"1"|"India"|"intra"
1998|54|251|"India"|750|141|1|2|3|750|0|0|0|0|1|0|0|0|0|"-99"|"India"|"intra"
1999|54|251|"India"|750|141|1|2|3|750|0|0|0|0|1|0|0|0|0|"-99"|"India"|"intra"
2000|54|251|"India"|750|141|1|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2001|54|251|"India"|750|141|1|2|3|750|0|0|0|0|0|1|0|0|0|"-99"|"India"|"intra"
2002|54|251|"India"|750|141|1|2|3|750|0|0|0|0|0|1|0|0|0|"-99"|"India"|"intra"
2003|54|251|"India"|750|141|1|2|3|750|0|0|0|0|0|1|0|0|NA|"-99"|"India"|"intra"
2004|54|251|"India"|750|141|1|2|3|750|0|0|0|0|0|1|0|0|0|"-99"|"India"|"intra"
2005|54|251|"India"|750|141|1|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
1992|54|251|"NSCN – IM"|1065|223|3|1|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
1993|54|251|"NSCN – IM"|1065|223|3|1|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
1994|54|251|"NSCN – IM"|1065|223|3|1|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
1995|54|251|"NSCN – IM"|1065|223|3|1|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
1996|54|251|"NSCN – IM"|1065|223|3|1|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
1997|54|251|"NSCN – IM"|1065|223|3|1|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
1998|54|251|"NSCN – IM"|1065|223|3|1|3|750|0|0|0|0|1|0|0|0|0|"-99"|"India"|"intra"
1999|54|251|"NSCN – IM"|1065|223|3|1|3|750|0|0|0|0|1|0|0|0|0|"-99"|"India"|"intra"
2000|54|251|"NSCN – IM"|1065|223|3|1|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2001|54|251|"NSCN – IM"|1065|223|3|1|3|750|0|0|0|0|0|1|0|0|0|"-99"|"India"|"intra"
2002|54|251|"NSCN – IM"|1065|223|3|1|3|750|0|0|0|0|0|1|0|0|0|"-99"|"India"|"intra"
2003|54|251|"NSCN – IM"|1065|223|3|1|3|750|0|0|0|0|0|1|0|0|NA|"-99"|"India"|"intra"
2004|54|251|"NSCN – IM"|1065|223|3|1|3|750|0|0|0|0|0|1|0|0|0|"-99"|"India"|"intra"
2005|54|251|"NSCN – IM"|1065|223|3|1|3|750|0|0|0|0|0|1|0|0|0|"-99"|"India"|"intra"
1989|56|253|"Myanmar"|775|144|1|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1990|56|253|"Myanmar"|775|144|1|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1991|56|253|"Myanmar"|775|144|1|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1992|56|253|"Myanmar"|775|144|1|1|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar"|"intra"
1993|56|253|"Myanmar"|775|144|1|1|3|775|0|0|0|0|1|0|0|0|0|"-99"|"Myanmar"|"intra"
1994|56|253|"Myanmar"|775|144|1|1|3|775|0|0|0|0|1|0|0|0|0|"-99"|"Myanmar"|"intra"
1995|56|253|"Myanmar"|775|144|1|1|3|775|0|0|0|0|1|0|0|0|0|"-99"|"Myanmar"|"intra"
1996|56|253|"Myanmar"|775|144|1|1|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar"|"intra"
1997|56|253|"Myanmar"|775|144|1|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1998|56|253|"Myanmar"|775|144|1|1|3|775|0|0|0|0|0|1|1|0|0|"1"|"Myanmar"|"intra"
1999|56|253|"Myanmar"|775|144|1|1|3|775|0|0|0|0|0|1|1|0|0|"1"|"Myanmar"|"intra"
2000|56|253|"Myanmar"|775|144|1|1|3|775|0|0|0|0|0|1|1|0|0|"1"|"Myanmar"|"intra"
2001|56|253|"Myanmar"|775|144|1|1|3|775|0|0|0|0|0|1|1|0|0|"1"|"Myanmar"|"intra"
2005|56|253|"Myanmar"|775|144|1|1|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar"|"intra"
2006|56|253|"Myanmar"|775|144|1|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
2007|56|253|"Myanmar"|775|144|1|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
2008|56|253|"Myanmar"|775|144|1|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
2009|56|253|"Myanmar"|775|144|1|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
2010|56|253|"Government of Myanmar (Burma)"|775|144|1|1|3|775|0|0|0|0|0|1|1|0|0|"1"|"Myanmar (Burma)"|"intra"
1989|56|253|"KNPP"|1067|225|3|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1990|56|253|"KNPP"|1067|225|3|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1991|56|253|"KNPP"|1067|225|3|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1992|56|253|"KNPP"|1067|225|3|1|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar"|"intra"
1993|56|253|"KNPP"|1067|225|3|1|3|775|0|0|0|0|1|0|0|0|0|"-99"|"Myanmar"|"intra"
1994|56|253|"KNPP"|1067|225|3|1|3|775|0|0|0|0|1|0|0|0|0|"-99"|"Myanmar"|"intra"
1995|56|253|"KNPP"|1067|225|3|1|3|775|0|0|0|0|1|0|0|0|0|"-99"|"Myanmar"|"intra"
1996|56|253|"KNPP"|1067|225|3|1|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar"|"intra"
1997|56|253|"KNPP"|1067|225|3|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1998|56|253|"KNPP"|1067|225|3|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1999|56|253|"KNPP"|1067|225|3|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
2000|56|253|"KNPP"|1067|225|3|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
2001|56|253|"KNPP"|1067|225|3|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
2005|56|253|"KNPP"|1067|225|3|1|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar"|"intra"
2006|56|253|"KNPP"|1067|225|3|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
2007|56|253|"KNPP"|1067|225|3|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
2008|56|253|"KNPP"|1067|225|3|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
2009|56|253|"KNPP"|1067|225|3|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
2010|56|253|"KNPP"|1067|225|3|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar (Burma)"|"intra"
1989|62|259|"Iraq"|645|116|1|2|2|645|0|0|0|0|1|0|0|0|0|"-99"|"Iraq"|"intra"
1990|62|259|"Iraq"|645|116|1|2|2|645|0|0|0|0|1|0|0|0|0|"-99"|"Iraq"|"intra"
1991|62|259|"Iraq"|645|116|1|2|2|645|0|0|0|1|0|0|0|0|0|"-99"|"Iraq"|"intra"
1992|62|259|"Iraq"|645|116|1|2|2|645|0|0|0|1|0|0|0|0|0|"-99"|"Iraq"|"intra"
1993|62|259|"Iraq"|645|116|1|2|2|645|0|0|0|1|0|0|0|0|0|"-99"|"Iraq"|"intra"
1994|62|259|"Iraq"|645|116|1|2|2|645|0|0|0|1|0|0|0|0|0|"-99"|"Iraq"|"intra"
1995|62|259|"Iraq"|645|116|1|2|2|645|0|0|0|1|0|0|0|0|0|"-99"|"Iraq"|"intra"
1996|62|259|"Iraq"|645|116|1|2|2|645|0|0|0|1|0|0|0|0|0|"-99"|"Iraq"|"intra"
1997|62|259|"Iraq"|645|116|1|2|2|645|0|0|0|0|0|1|0|0|0|"-99"|"Iraq"|"intra"
1998|62|259|"Iraq"|645|116|1|2|2|645|0|0|0|0|0|1|0|0|0|"-99"|"Iraq"|"intra"
1999|62|259|"Iraq"|645|116|1|2|2|645|0|0|0|0|0|1|0|0|1|"7"|"Iraq"|"intra"
2000|62|259|"Iraq"|645|116|1|2|2|645|0|0|0|0|0|1|0|0|0|"-99"|"Iraq"|"intra"
2001|62|259|"Iraq"|645|116|1|2|2|645|0|0|0|0|0|1|0|0|0|"-99"|"Iraq"|"intra"
2004|62|259|"Iraq"|645|116|1|2|2|645|0|0|0|1|0|0|1|0|0|"-99"|"Iraq"|"intra"
2005|62|259|"Iraq"|645|116|1|2|2|645|0|0|0|1|0|0|0|0|0|"-99"|"Iraq"|"intra"
2006|62|259|"Iraq"|645|116|1|2|2|645|0|0|0|1|0|0|1|0|0|"7"|"Iraq"|"intra"
2007|62|259|"Iraq"|645|116|1|2|2|645|0|0|0|1|0|0|2|0|1|"7"|"Iraq"|"intra"
2008|62|259|"Iraq"|645|116|1|2|2|645|0|0|0|1|0|0|2|0|0|"7"|"Iraq"|"intra"
2009|62|259|"Iraq"|645|116|1|2|2|645|0|0|0|1|0|0|0|0|1|"1, 7"|"Iraq"|"intra"
2010|62|259|"Government of Iraq"|645|116|1|2|2|645|0|0|0|1|0|0|2|1|2|"1, 7"|"Iraq"|"intra"
2011|62|259|"Government of Iraq"|645|116|1|2|2|645|0|0|0|1|0|0|2|2|1|"1, 7"|"Iraq"|"intra"
2012|62|259|"Government of Iraq"|645|116|1|2|2|645|0|0|0|1|0|0|2|0|1|"1, 7"|"Iraq"|"intra"
2013|62|259|"Government of Iraq"|645|116|1|2|2|645|0|0|0|1|0|0|2|0|1|"7"|"Iraq"|"intra"
2014|62|259|"Government of Iraq"|645|116|1|2|2|645|0|0|0|1|0|0|2|1|2|"7"|"Iraq"|"intra"
2015|62|259|"Government of Iraq"|645|116|1|2|2|645|0|0|0|1|0|0|3|0|0|"1, 7"|"Iraq"|"intra"
1989|62|259|"SCIRI"|1073|231|3|2|2|645|0|0|0|0|1|0|0|0|0|"-99"|"Iraq"|"intra"
1990|62|259|"SCIRI"|1073|231|3|2|2|645|0|0|0|0|1|0|0|0|0|"-99"|"Iraq"|"intra"
1991|62|259|"SCIRI"|1073|231|3|2|2|645|0|0|0|1|0|0|0|0|0|"-99"|"Iraq"|"intra"
1992|62|259|"SCIRI"|1073|231|3|2|2|645|0|0|0|1|0|0|0|0|0|"-99"|"Iraq"|"intra"
1993|62|259|"SCIRI"|1073|231|3|2|2|645|0|0|0|1|0|0|0|0|0|"-99"|"Iraq"|"intra"
1994|62|259|"SCIRI"|1073|231|3|2|2|645|0|0|0|1|0|0|0|0|0|"-99"|"Iraq"|"intra"
1995|62|259|"SCIRI"|1073|231|3|2|2|645|0|0|0|1|0|0|0|0|0|"-99"|"Iraq"|"intra"
1996|62|259|"SCIRI"|1073|231|3|2|2|645|0|0|0|1|0|0|0|0|0|"-99"|"Iraq"|"intra"
1997|62|259|"SCIRI"|1073|231|3|2|2|645|0|0|0|0|0|1|0|0|0|"-99"|"Iraq"|"intra"
1998|62|259|"SCIRI"|1073|231|3|2|2|645|0|0|0|0|0|1|0|0|0|"-99"|"Iraq"|"intra"
1999|62|259|"SCIRI"|1073|231|3|2|2|645|0|0|0|0|0|1|0|0|0|"-99"|"Iraq"|"intra"
2000|62|259|"SCIRI"|1073|231|3|2|2|645|0|0|0|0|0|1|0|0|0|"-99"|"Iraq"|"intra"
2001|62|259|"SCIRI"|1073|231|3|2|2|645|0|0|0|0|0|1|0|0|0|"-99"|"Iraq"|"intra"
2004|62|259|"Ansar al-Islam"|1075|233|3|2|2|645|0|0|0|1|0|0|0|0|0|"-99"|"Iraq"|"intra"
2005|62|259|"Ansar al-Islam"|1075|233|3|2|2|645|0|0|0|1|0|0|0|0|0|"-99"|"Iraq"|"intra"
2006|62|259|"Ansar al-Islam"|1075|233|3|2|2|645|0|0|0|1|0|0|0|0|0|"-99"|"Iraq"|"intra"
2007|62|259|"Ansar al-Islam"|1075|233|3|2|2|645|0|0|0|1|0|0|0|0|0|"-99"|"Iraq"|"intra"
2008|62|259|"Ansar al-Islam"|1075|233|3|2|2|645|0|0|0|0|0|1|0|0|0|"-99"|"Iraq"|"intra"
2009|62|259|"Ansar al-Islam"|1075|233|3|2|2|645|0|0|0|0|0|1|0|0|0|"-99"|"Iraq"|"intra"
2010|62|259|"Ansar al-Islam"|1075|233|3|2|2|645|0|0|0|0|1|0|0|0|0|"-99"|"Iraq"|"intra"
2011|62|259|"Ansar al-Islam"|1075|233|3|2|2|645|0|0|0|1|0|0|0|0|0|"-99"|"Iraq"|"intra"
2012|62|259|"Ansar al-Islam"|1075|233|3|2|2|645|0|0|0|0|0|1|0|0|0|"-99"|"Iraq"|"intra"
2013|62|259|"Ansar al-Islam"|1075|233|3|2|2|645|0|0|0|0|0|1|0|0|0|"-99"|"Iraq"|"intra"
2014|62|259|"Ansar al-Islam"|1075|233|3|2|2|645|0|0|0|0|0|1|0|0|0|"-99"|"Iraq"|"intra"
2015|62|259|"Ansar al-Islam"|1075|233|3|2|2|645|0|0|0|0|0|1|0|0|0|"-99"|"Iraq"|"intra"
2004|62|259|"ISI"|1076|234|3|2|2|645|0|0|0|1|0|0|0|0|0|"-99"|"Iraq"|"intra"
2005|62|259|"ISI"|1076|234|3|2|2|645|0|0|0|1|0|0|0|0|0|"-99"|"Iraq"|"intra"
2006|62|259|"ISI"|1076|234|3|2|2|645|0|0|0|1|0|0|0|0|0|"-99"|"Iraq"|"intra"
2007|62|259|"ISI"|1076|234|3|2|2|645|0|0|0|1|0|0|0|0|0|"-99"|"Iraq"|"intra"
2008|62|259|"ISI"|1076|234|3|2|2|645|0|0|0|1|0|0|0|0|0|"-99"|"Iraq"|"intra"
2009|62|259|"ISI"|1076|234|3|2|2|645|0|0|0|1|0|0|0|0|0|"-99"|"Iraq"|"intra"
2010|62|259|"IS"|1076|234|3|2|2|645|0|0|0|1|0|0|0|0|0|"-99"|"Iraq"|"intra"
2011|62|259|"IS"|1076|234|3|2|2|645|0|0|0|1|0|0|0|0|0|"-99"|"Iraq"|"intra"
2012|62|259|"IS"|1076|234|3|2|2|645|0|0|0|1|0|0|0|0|0|"-99"|"Iraq"|"intra"
2013|62|259|"IS"|1076|234|3|2|2|645|0|0|0|1|0|0|0|0|0|"-99"|"Iraq"|"intra"
2014|62|259|"IS"|1076|234|3|2|2|645|0|0|0|1|0|0|3|3|2|"1, 2 , 7"|"Iraq"|"intra"
2015|62|259|"IS"|1076|234|3|2|2|645|0|0|0|1|0|0|3|1|3|"1, 2, 5, "|"Iraq"|"intra"
2005|62|259|"RJF"|1077|235|3|2|2|645|0|0|0|1|0|0|0|0|0|"-99"|"Iraq"|"intra"
2006|62|259|"RJF"|1077|235|3|2|2|645|0|0|0|1|0|0|0|0|0|"-99"|"Iraq"|"intra"
2007|62|259|"RJF"|1077|235|3|2|2|645|0|0|0|1|0|0|0|0|0|"-99"|"Iraq"|"intra"
2008|62|259|"RJF"|1077|235|3|2|2|645|0|0|0|0|0|1|0|0|0|"-99"|"Iraq"|"intra"
2009|62|259|"RJF"|1077|235|3|2|2|645|0|0|0|0|0|1|0|0|0|"-99"|"Iraq"|"intra"
2010|62|259|"RJF"|1077|235|3|2|2|645|0|0|0|0|0|1|0|0|0|"-99"|"Iraq"|"intra"
2011|62|259|"RJF"|1077|235|3|2|2|645|0|0|0|0|0|1|0|0|0|"-99"|"Iraq"|"intra"
2012|62|259|"RJF"|1077|235|3|2|2|645|0|0|0|0|0|1|0|0|0|"-99"|"Iraq"|"intra"
2004|62|259|"Al-Mahdi Army"|1074|5659|3|2|2|645|0|0|0|1|0|0|0|0|0|"-99"|"Iraq"|"intra"
2005|62|259|"Al-Mahdi Army"|1074|5659|3|2|2|645|0|0|0|0|1|0|0|0|0|"-99"|"Iraq"|"intra"
2006|62|259|"Al-Mahdi Army"|1074|5659|3|2|2|645|0|0|0|0|1|0|0|0|0|"-99"|"Iraq"|"intra"
2007|62|259|"Al-Mahdi Army"|1074|5659|3|2|2|645|0|0|0|1|0|0|0|0|0|"-99"|"Iraq"|"intra"
2008|62|259|"Al-Mahdi Army"|1074|5659|3|2|2|645|0|0|0|1|0|0|0|0|0|"-99"|"Iraq"|"intra"
2009|62|259|"Al-Mahdi Army"|1074|5659|3|2|2|645|0|0|0|0|0|1|0|0|1|"1, 6, 7"|"Iraq"|"intra"
2010|62|259|"Al-Mahdi Army"|1074|5659|3|2|2|645|0|0|0|0|0|1|0|0|0|"-99"|"Iraq"|"intra"
2011|62|259|"Al-Mahdi Army"|1074|5659|3|2|2|645|0|0|0|0|0|1|0|0|0|"-99"|"Iraq"|"intra"
2012|62|259|"Al-Mahdi Army"|1074|5659|3|2|2|645|0|0|0|0|0|1|0|0|0|"-99"|"Iraq"|"intra"
2013|62|259|"Al-Mahdi Army"|1074|5659|3|2|2|645|0|0|0|0|0|1|0|NA|0|"-99"|"Iraq"|"intra"
1989|63|260|"Lebanon"|660|119|1|2|2|660|0|0|0|1|0|0|0|0|0|"-99"|"Lebanon"|"intra"
1990|63|260|"Lebanon"|660|119|1|2|2|660|0|0|0|1|0|0|0|0|0|"-99"|"Lebanon"|"intra"
1991|63|260|"Lebanon"|660|119|1|2|2|660|0|0|0|0|0|1|0|0|0|"-99"|"Lebanon"|"intra"
1992|63|260|"Lebanon"|660|119|1|2|2|660|0|0|0|0|0|1|0|0|0|"-99"|"Lebanon"|"intra"
1993|63|260|"Lebanon"|660|119|1|2|2|660|0|0|0|0|0|1|0|0|0|"-99"|"Lebanon"|"intra"
1994|63|260|"Lebanon"|660|119|1|2|2|660|0|0|0|0|0|1|0|0|0|"-99"|"Lebanon"|"intra"
1995|63|260|"Lebanon"|660|119|1|2|2|660|0|0|0|0|0|1|0|0|0|"-99"|"Lebanon"|"intra"
1989|63|260|"LNM"|1079|237|3|2|2|660|0|0|0|0|0|1|0|0|0|"-99"|"Lebanon"|"intra"
1989|63|260|"Amal"|1081|239|3|2|2|660|0|0|0|0|0|1|0|0|0|"-99"|"Lebanon"|"intra"
1989|63|260|"NUF"|1082|240|3|2|2|660|0|0|0|0|0|1|0|0|0|"-99"|"Lebanon"|"intra"
1990|63|260|"NUF"|1082|240|3|2|2|660|0|0|0|0|0|1|0|0|0|"-99"|"Lebanon"|"intra"
1991|63|260|"NUF"|1082|240|3|2|2|660|0|0|0|0|0|1|0|0|0|"-99"|"Lebanon"|"intra"
1989|63|260|"Lebanese Forces - Hobeika faction"|1083|241|3|2|2|660|0|0|0|0|0|1|0|0|0|"-99"|"Lebanon"|"intra"
1990|63|260|"Lebanese Forces - Hobeika faction"|1083|241|3|2|2|660|0|0|0|0|0|1|1|0|NA|"1"|"Lebanon"|"intra"
1991|63|260|"Lebanese Forces - Hobeika faction"|1083|241|3|2|2|660|0|0|0|0|0|1|0|0|0|"-99"|"Lebanon"|"intra"
1989|63|260|"Lebanese Army (Aoun)"|1084|242|3|2|2|660|0|0|0|1|0|0|0|0|0|"-99"|"Lebanon"|"intra"
1990|63|260|"Lebanese Army (Aoun)"|1084|242|3|2|2|660|0|0|0|1|0|0|0|0|0|"-99"|"Lebanon"|"intra"
1991|63|260|"Lebanese Army (Aoun)"|1084|242|3|2|2|660|0|0|0|0|0|1|0|0|0|"-99"|"Lebanon"|"intra"
1992|63|260|"Lebanese Army (Aoun)"|1084|242|3|2|2|660|0|0|0|0|0|1|0|0|0|"-99"|"Lebanon"|"intra"
1993|63|260|"Lebanese Army (Aoun)"|1084|242|3|2|2|660|0|0|0|0|0|1|0|0|0|"-99"|"Lebanon"|"intra"
1994|63|260|"Lebanese Army (Aoun)"|1084|242|3|2|2|660|0|0|0|0|0|1|0|0|0|"-99"|"Lebanon"|"intra"
1995|63|260|"Lebanese Army (Aoun)"|1084|242|3|2|2|660|0|0|0|0|0|1|0|0|0|"-99"|"Lebanon"|"intra"
1989|63|260|"Lebanese Forces"|1085|243|3|2|2|660|0|0|0|1|0|0|0|0|0|"-99"|"Lebanon"|"intra"
1990|63|260|"Lebanese Forces"|1085|243|3|2|2|660|0|0|0|0|0|1|0|0|0|"-99"|"Lebanon"|"intra"
1991|63|260|"Lebanese Forces"|1085|243|3|2|2|660|0|0|0|0|0|1|0|0|0|"-99"|"Lebanon"|"intra"
1992|63|260|"Lebanese Forces"|1085|243|3|2|2|660|0|0|0|0|0|1|0|0|0|"-99"|"Lebanon"|"intra"
1993|63|260|"Lebanese Forces"|1085|243|3|2|2|660|0|0|0|0|0|1|0|0|0|"-99"|"Lebanon"|"intra"
1994|63|260|"Lebanese Forces"|1085|243|3|2|2|660|0|0|0|0|0|1|0|0|0|"-99"|"Lebanon"|"intra"
1989|65|262|"Laos"|812|149|1|2|3|812|0|0|0|1|0|0|0|0|NA|"-99"|"Laos"|"intra"
1990|65|262|"Laos"|812|149|1|2|3|812|0|0|0|1|0|0|0|0|NA|"-99"|"Laos"|"intra"
1991|65|262|"Laos"|812|149|1|2|3|812|0|0|0|0|0|1|0|0|NA|"-99"|"Laos"|"intra"
1992|65|262|"Laos"|812|149|1|2|3|812|0|0|0|0|0|1|0|0|NA|"-99"|"Laos"|"intra"
1993|65|262|"Laos"|812|149|1|2|3|812|0|0|0|0|0|1|0|0|NA|"-99"|"Laos"|"intra"
1994|65|262|"Laos"|812|149|1|2|3|812|0|0|0|0|0|1|0|0|NA|"-99"|"Laos"|"intra"
1995|65|262|"Laos"|812|149|1|2|3|812|0|0|0|0|0|1|0|0|NA|"-99"|"Laos"|"intra"
1989|65|262|"LRM"|1088|246|3|2|3|812|0|0|0|1|0|0|0|0|NA|"-99"|"Laos"|"intra"
1990|65|262|"LRM"|1088|246|3|2|3|812|0|0|0|1|0|0|0|0|NA|"-99"|"Laos"|"intra"
1991|65|262|"LRM"|1088|246|3|2|3|812|0|0|0|0|0|1|0|0|NA|"-99"|"Laos"|"intra"
1992|65|262|"LRM"|1088|246|3|2|3|812|0|0|0|0|0|1|0|0|NA|"-99"|"Laos"|"intra"
1993|65|262|"LRM"|1088|246|3|2|3|812|0|0|0|0|0|1|0|0|NA|"-99"|"Laos"|"intra"
1994|65|262|"LRM"|1088|246|3|2|3|812|0|0|0|0|0|1|0|0|NA|"-99"|"Laos"|"intra"
1995|65|262|"LRM"|1088|246|3|2|3|812|0|0|0|0|0|1|0|0|NA|"-99"|"Laos"|"intra"
1989|67|264|"Myanmar"|775|144|1|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1990|67|264|"Myanmar"|775|144|1|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1991|67|264|"Myanmar"|775|144|1|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1992|67|264|"Myanmar"|775|144|1|1|3|775|0|0|0|0|0|1|0|0|0|"-99"|"Myanmar"|"intra"
1993|67|264|"Myanmar"|775|144|1|1|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar"|"intra"
1994|67|264|"Myanmar"|775|144|1|1|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar"|"intra"
1995|67|264|"Myanmar"|775|144|1|1|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar"|"intra"
1996|67|264|"Myanmar"|775|144|1|1|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar"|"intra"
1997|67|264|"Myanmar"|775|144|1|1|3|775|0|0|0|1|0|0|1|1|0|"1"|"Myanmar"|"intra"
1998|67|264|"Myanmar"|775|144|1|1|3|775|0|0|0|1|0|0|1|0|0|"1"|"Myanmar"|"intra"
1999|67|264|"Myanmar"|775|144|1|1|3|775|0|0|0|1|0|0|0|0|0|"-99"|"Myanmar"|"intra"
2000|67|264|"Myanmar"|775|144|1|1|3|775|0|0|0|1|0|0|2|0|0|"1"|"Myanmar"|"intra"
2001|67|264|"Myanmar"|775|144|1|1|3|775|0|0|0|1|0|0|1|0|0|"1"|"Myanmar"|"intra"
2002|67|264|"Myanmar"|775|144|1|1|3|775|0|0|0|1|0|0|1|0|0|"1"|"Myanmar"|"intra"
2003|67|264|"Myanmar"|775|144|1|1|3|775|0|0|0|0|1|0|1|0|0|"1"|"Myanmar"|"intra"
2004|67|264|"Myanmar"|775|144|1|1|3|775|0|0|0|0|1|0|1|0|0|"1"|"Myanmar"|"intra"
